"ogc_fid","rte","dir","rte_desc","dir_desc","type","stop_seq","stop_id","stop_name","jurisdic","zipcode","frequent"
5221,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",3900,4473,"N Rosa Parks Way & Interstate","Portland","97217","False"
5222,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4000,4465,"N Rosa Parks Way & Denver","Portland","97217","False"
5223,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4100,4464,"N Rosa Parks Way & Delaware","Portland","97217","False"
5224,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4150,4471,"N Rosa Parks Way & Greeley","Portland","97217","False"
5225,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4250,8329,"N Rosa Parks Way & Knowles","Portland","97217","False"
5226,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4450,6273,"N Willamette & Hurst","Portland","97203","False"
5227,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4550,6298,"N Willamette & Woolsey","Portland","97203","False"
5228,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4650,6277,"N Willamette & Menlo","Portland","97203","False"
5229,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4750,6271,"N Willamette & Haven","Portland","97203","False"
5230,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4850,6284,"N Willamette & Portsmouth","Portland","97203","False"
5231,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4900,6280,"N Willamette & Monteith","Portland","97203","False"
5232,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4950,6292,"N Willamette & Wall","Portland","97203","False"
5233,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5000,6275,"N Willamette & Macrum","Portland","97203","False"
5234,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5050,6264,"N Willamette & Carey","Portland","97203","False"
5235,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5100,6258,"N Willamette & Alma","Portland","97203","False"
5236,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5150,6263,"N Willamette & Burr","Portland","97203","False"
5237,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5200,6283,"N Willamette & Edgewater","Portland","97203","False"
5238,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5250,6288,"N Willamette & Tyler","Portland","97203","False"
5239,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5300,6282,"N Willamette & Oswego","Portland","97203","False"
5240,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5350,4817,"N Richmond & Syracuse","Portland","97203","False"
5241,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5500,3509,"N Lombard & John","Portland","97203","False"
5242,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5600,8480,"N Lombard & Baltimore","Portland","97203","False"
5243,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5700,9431,"N Lombard & Catlin","Portland","97203","False"
5244,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5750,9576,"N Lombard & Reno","Portland","97203","False"
5245,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5800,9432,"N Lombard & Weyerhauser","Portland","97203","False"
5246,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5850,10095,"Pier Park","Portland","97203","False"
5247,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",2000,7772,"SW 6th & Market","Portland","97201","False"
5248,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4700,6269,"N Willamette & Harvard","Portland","97203","False"
5249,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",800,939,"SW Capitol & Garden Home","Portland","97219","False"
5250,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",725,13347,"SW Capitol & Carson","Portland","97219","False"
5251,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",2300,7751,"SW 6th & W Burnside","Portland","97204","False"
5252,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4350,6260,"N Willamette & Bryant","Portland","97217","False"
5253,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",4400,6294,"N Willamette & Washburne","Portland","97217","False"
5254,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",5650,13877,"N Lombard & St Louis","Portland","97203","False"
5255,44,1,"44-Capitol Hwy/Mocks Crest","To St Johns","BUS",2650,11480,"N Williams & NE Weidler","Portland","97232","False"
5256,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",150,4502,"N Portsmouth & Yale","Portland","97203","False"
5257,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",200,4497,"N Portsmouth & Princeton","Portland","97203","False"
5258,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",250,4492,"N Portsmouth & Depauw","Portland","97203","False"
5259,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",300,4495,"N Portsmouth & Lombard St","Portland","97203","False"
5260,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",350,4501,"N Portsmouth & Willis","Portland","97203","False"
5261,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",400,6380,"N Willis & Hodge","Portland","97203","False"
5262,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",450,6376,"N Willis & Druid","Portland","97203","False"
5263,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",500,6381,"N Willis & Newman","Portland","97203","False"
5264,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",550,6392,"N Willis & Woolsey","Portland","97203","False"
5265,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",600,6390,"N Willis & Wayland","Portland","97203","False"
5266,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",650,6374,"N Willis & Chautauqua","Portland","97217","False"
5267,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",700,6388,"N Willis & Washburne","Portland","97217","False"
5268,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",750,6386,"N Willis & Wabash","Portland","97217","False"
5269,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",800,6377,"N Willis & Emerald","Portland","97217","False"
5270,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",850,6383,"N Willis & Peninsular","Portland","97217","False"
5271,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",900,4435,"N Peninsular & Halleck","Portland","97217","False"
5272,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",950,4439,"N Peninsular & Watts","Portland","97217","False"
5273,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1000,4433,"N Peninsular & Farragut","Portland","97217","False"
5274,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1050,4437,"N Peninsular & Russet","Portland","97217","False"
5275,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1100,2213,"N Greeley & Lombard St","Portland","97217","False"
5276,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1200,2186,"N Greeley & Bryant","Portland","97217","False"
5277,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1250,2191,"N Greeley & Dekum","Portland","97217","False"
5278,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1300,2222,"N Greeley & Rosa Parks Way","Portland","97217","False"
5279,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1350,2198,"N Greeley & Holman","Portland","97217","False"
5280,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1450,2205,"N Greeley & Jessup","Portland","97217","False"
5281,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1850,11845,"N Interstate & Larrabee","Portland","97227","False"
5282,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1900,11813,"N Interstate & Multnomah (Rose Quarter)","Portland","97232","False"
5283,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2550,9311,"NW Glisan & 3rd","Portland","97209","False"
5284,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2600,9301,"NW 5th & Davis","Portland","97209","False"
5285,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2650,7631,"SW 5th & Pine","Portland","97204","False"
5286,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2700,7586,"SW 5th & Alder","Portland","97204","False"
5287,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2750,7614,"SW 5th & Main","Portland","97204","False"
5288,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2800,13167,"SW 5th & Clay","Portland","97201","False"
5289,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2850,2580,"SW Harrison & 4th","Portland","97201","False"
5290,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2900,2566,"200 Block SW Harrison","Portland","97201","False"
5291,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3200,3612,"SW Macadam & Hamilton Ct","Portland","97239","False"
5292,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3250,3615,"SW Macadam & Julia","Portland","97239","False"
5293,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3300,3604,"SW Macadam & Boundary","Portland","97239","False"
5294,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3400,3624,"SW Macadam & Pendleton","Portland","97239","False"
5295,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3500,3614,"SW Macadam & Nebraska","Portland","97239","False"
5296,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3600,3620,"SW Macadam & Nevada","Portland","97219","False"
5297,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3750,4905,"SW Riverside & Radcliffe","Multnomah Co.","97219","False"
5298,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3800,4906,"SW Riverside & Riverdale","Multnomah Co.","97219","False"
5299,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3850,4909,"SW Riverside & Riverwood","Multnomah Co.","97219","False"
5300,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3900,4902,"SW Riverside & Palatine Hill","Multnomah Co.","97219","False"
5301,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3950,4900,"SW Riverside & Military","Multnomah Co.","97219","False"
5302,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4000,4898,"SW Riverside & Breyman","Multnomah Co.","97219","False"
5303,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4050,4899,"SW Riverside & Midvale","Clackamas Co.","97034","False"
5304,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4100,4894,"SW Riverside & Briarwood","Clackamas Co.","97034","False"
5305,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4150,5507,"N State & D Ave","Lake Oswego","97034","False"
5306,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4200,5506,"N State & B Ave","Lake Oswego","97034","False"
5307,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4250,147,"B Ave & Second St","Lake Oswego","97034","False"
5308,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4400,5510,"N State & Foothills","Lake Oswego","97034","False"
5309,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4450,5513,"N State & North Shore","Lake Oswego","97034","False"
5310,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4500,5511,"S State & Middlecrest","Lake Oswego","97034","False"
5311,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4550,6328,"Pacific Hwy & Burnham","Lake Oswego","97034","False"
5312,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4600,6311,"Pacific Hwy (Hwy 43) & Cherry","Lake Oswego","97034","False"
5313,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4650,6318,"Pacific Hwy & Glenmorrie","Lake Oswego","97034","False"
5314,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4700,6336,"Pacific Hwy & Brookhurst Dr","Lake Oswego","97034","False"
5315,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4750,6338,"Pacific Hwy & Marylbrook Dr","Lake Oswego","97034","False"
5316,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4800,6302,"Willamette Dr & Arbor","West Linn","97068","False"
5317,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4850,6347,"Willamette Dr & Shady Hollow","West Linn","97068","False"
5318,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4900,6337,"Willamette Dr & Marylhurst Dr","West Linn","97068","False"
5319,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4950,6350,"Willamette Dr & Walling Circle","West Linn","97068","False"
5320,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5000,6319,"Willamette Dr & Hidden Springs","West Linn","97068","False"
5321,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5050,6300,"Willamette Dr & Mapleton Dr","West Linn","97068","False"
5322,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5100,6333,"Willamette Dr & Linnwood","West Linn","97068","False"
5323,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5150,6326,"Willamette Dr & Jolie Pointe","West Linn","97068","False"
5324,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5200,6345,"Willamette Dr & Pimlico","West Linn","97068","False"
5325,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5250,6324,"Willamette Dr & Hughes","West Linn","97068","False"
5326,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5300,6304,"Willamette Dr & Barlow","West Linn","97068","False"
5327,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5350,6314,"Willamette Dr & West A","West Linn","97068","False"
5328,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5400,6322,"Willamette Dr & Holmes","West Linn","97068","False"
5329,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5450,6352,"Willamette Dr & Webb","West Linn","97068","False"
5330,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5500,6339,"Willamette Dr & McKillican","West Linn","97068","False"
5331,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5550,6348,"Willamette Dr & Holly (near gas stn)","West Linn","97068","False"
5332,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",5700,8762,"Oregon City Transit Center","Oregon City","97045","False"
5333,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1500,2209,"N Greeley & Killingsworth","Portland","97217","False"
5334,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1550,2227,"N Greeley & Sumner","Portland","97217","False"
5335,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1650,2196,"N Greeley & Going","Portland","97217","False"
5336,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1700,2964,"N Interstate & Graham","Portland","97227","False"
5337,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1750,2945,"N Interstate & Albina","Portland","97227","False"
5338,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1800,11844,"N Interstate & Tillamook","Portland","97227","False"
5339,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3100,12880,"SW Moody & Gaines","Portland","97239","False"
5340,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3150,13183,"SW Moody & Thomas","Portland","97239","False"
5341,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",1400,2183,"N Greeley & Ainsworth","Portland","97217","False"
5342,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3000,13601,"SW Moody & Meade South","Portland","97201","False"
5343,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",75,9635,"N Portsmouth & Willamette","Portland","97203","False"
5344,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3050,12760,"SW Moody & Gibbs","Portland","97239","False"
5345,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",2950,13994,"SW Moody & River Pkwy","Portland","97201","False"
5346,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4350,3,"A Ave & Second St","Lake Oswego","97034","False"
5347,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",3675,13816,"SW Macadam & Sellwood Bridge","Portland","97219","False"
5348,35,0,"35-Macadam/Greeley","To Oregon City Transit Center","BUS",4300,8208,"Lake Oswego Transit Center","Lake Oswego","97034","False"
5349,35,1,"35-Macadam/Greeley","To University of Portland","BUS",900,9216,"Willamette Dr & Lazy River Dr","West Linn","97068","False"
5350,35,1,"35-Macadam/Greeley","To University of Portland","BUS",950,6346,"Willamette Dr & Shady Hollow","West Linn","97068","False"
5351,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1000,6301,"Willamette Dr & Arbor","West Linn","97068","False"
5352,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1050,6334,"Pacific Hwy & Furman","Lake Oswego","97034","False"
5353,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1100,6335,"Pacific Hwy & Holy Names Drive","Lake Oswego","97034","False"
5354,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1150,6317,"Pacific Hwy & Glenmorrie","Lake Oswego","97034","False"
5355,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1200,6310,"Pacific Hwy & Cherry","Lake Oswego","97034","False"
5356,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1250,6327,"Pacific Hwy & Laurel","Lake Oswego","97034","False"
5357,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1300,5514,"S State & Wilbur","Lake Oswego","97034","False"
5358,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1350,5512,"S State & North Shore","Lake Oswego","97034","False"
5359,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1400,5509,"N State & Foothills","Lake Oswego","97034","False"
5360,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1450,147,"B Ave & Second St","Lake Oswego","97034","False"
5361,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1500,8207,"Lake Oswego Transit Center","Lake Oswego","97034","False"
5362,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1600,5505,"N State & B Ave","Lake Oswego","97034","False"
5363,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1650,5508,"N State & E Ave","Lake Oswego","97034","False"
5364,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1700,4895,"SW Riverside & Briarwood","Clackamas Co.","97034","False"
5365,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1750,4896,"SW Riverside & Elk Rock","Clackamas Co.","97034","False"
5366,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1800,4897,"SW Riverside & Greenwood","Multnomah Co.","97219","False"
5367,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1850,4901,"SW Riverside & Military","Multnomah Co.","97219","False"
5368,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1900,4904,"SW Riverside & Palatine Hill","Multnomah Co.","97219","False"
5369,35,1,"35-Macadam/Greeley","To University of Portland","BUS",1950,4910,"SW Riverside & Riverwood","Multnomah Co.","97219","False"
5370,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2000,4908,"SW Riverside & Riverdale","Multnomah Co.","97219","False"
5371,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2100,3622,"SW Macadam & Nevada","Portland","97219","False"
5372,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2200,3619,"SW Macadam & Nebraska","Portland","97239","False"
5373,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2300,3623,"SW Macadam & Pendleton","Portland","97239","False"
5374,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2400,3603,"SW Macadam & Boundary","Portland","97239","False"
5375,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2450,3616,"SW Macadam & Julia","Portland","97239","False"
5376,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2500,3613,"SW Macadam & Hamilton Ct","Portland","97239","False"
5377,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2650,3611,"SW Macadam & Gaines","Portland","97239","False"
5378,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3450,1612,"NW Everett & 2nd","Portland","97209","False"
5379,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3650,11814,"N Interstate & Rose Quarter TC","Portland","97232","False"
5380,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3700,3365,"N Interstate & Larrabee","Portland","97227","False"
5381,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3750,11840,"N Interstate & Tillamook","Portland","97227","False"
5382,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3800,11839,"N Interstate & Albina","Portland","97227","False"
5383,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3850,2962,"N Interstate & Graham","Portland","97227","False"
5384,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3900,2195,"N Greeley & Going Overpass","Portland","97217","False"
5385,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4000,2226,"N Greeley & Sumner","Portland","97217","False"
5386,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4050,2208,"N Greeley & Killingsworth","Portland","97217","False"
5387,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4100,2206,"N Greeley & Jessup","Portland","97217","False"
5388,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4150,2182,"N Greeley & Ainsworth","Portland","97217","False"
5389,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4200,2197,"N Greeley & Holman","Portland","97217","False"
5390,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4250,2221,"N Greeley & Rosa Parks Way","Portland","97217","False"
5391,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4300,2190,"N Greeley & Dekum","Portland","97217","False"
5392,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4350,2185,"N Greeley & Bryant","Portland","97217","False"
5393,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4450,2212,"N Greeley & Lombard St","Portland","97217","False"
5394,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4500,3535,"N Lombard & Peninsular","Portland","97217","False"
5395,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4550,4432,"N Peninsular & Farragut","Portland","97217","False"
5396,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4600,4438,"N Peninsular & Watts","Portland","97217","False"
5397,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4650,4434,"N Peninsular & Halleck","Portland","97217","False"
5398,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4700,6384,"N Willis & Peninsular","Portland","97217","False"
5399,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4750,6373,"N Willis & Bayard","Portland","97217","False"
5400,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4800,6378,"N Willis & Wabash","Portland","97217","False"
5401,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4850,6387,"N Willis & Washburne","Portland","97217","False"
5402,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4900,10611,"N Willis & Chautauqua","Portland","97217","False"
5403,35,1,"35-Macadam/Greeley","To University of Portland","BUS",4950,6389,"N Willis & Wayland","Portland","97203","False"
5404,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5000,6391,"N Willis & Woolsey","Portland","97203","False"
5405,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5050,6382,"N Willis & Newman","Portland","97203","False"
5406,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5100,6375,"N Willis & Druid","Portland","97203","False"
5407,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5150,6379,"N Willis & Hereford","Portland","97203","False"
5408,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5200,6385,"N Willis & Portsmouth","Portland","97203","False"
5409,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5250,4494,"N Portsmouth & Lombard St","Portland","97203","False"
5410,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5300,4496,"N Portsmouth & Oberlin","Portland","97203","False"
5411,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5350,4498,"N Portsmouth & Syracuse","Portland","97203","False"
5412,35,1,"35-Macadam/Greeley","To University of Portland","BUS",5400,4491,"N Portsmouth & Amherst","Portland","97203","False"
5413,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2575,13184,"SW Macadam & Lowell","Portland","97239","False"
5414,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3100,2567,"200 Block SW Harrison","Portland","97201","False"
5415,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3200,11486,"SW 6th & Columbia","Portland","97201","False"
5416,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3250,7789,"SW 6th & Salmon","Portland","97204","False"
5417,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3300,7803,"SW 6th & Washington","Portland","97204","False"
5418,35,1,"35-Macadam/Greeley","To University of Portland","BUS",50,8762,"Oregon City Transit Center","Oregon City","97045","False"
5419,35,1,"35-Macadam/Greeley","To University of Portland","BUS",250,6320,"Willamette Dr & Holly","West Linn","97068","False"
5420,35,1,"35-Macadam/Greeley","To University of Portland","BUS",300,6306,"Willamette Dr & Burns","West Linn","97068","False"
5421,35,1,"35-Macadam/Greeley","To University of Portland","BUS",400,6321,"Willamette Dr & Holmes","West Linn","97068","False"
5422,35,1,"35-Macadam/Greeley","To University of Portland","BUS",450,6312,"Willamette Dr & Elliott","West Linn","97068","False"
5423,35,1,"35-Macadam/Greeley","To University of Portland","BUS",500,6303,"Willamette Dr & Barlow","West Linn","97068","False"
5424,35,1,"35-Macadam/Greeley","To University of Portland","BUS",550,6323,"Willamette Dr & Hughes","West Linn","97068","False"
5425,35,1,"35-Macadam/Greeley","To University of Portland","BUS",600,6344,"Willamette Dr & Pimlico","West Linn","97068","False"
5426,35,1,"35-Macadam/Greeley","To University of Portland","BUS",650,6325,"Willamette Dr & Jolie Pointe","West Linn","97068","False"
5427,35,1,"35-Macadam/Greeley","To University of Portland","BUS",700,6332,"Willamette Dr & Mark Ln","West Linn","97068","False"
5428,35,1,"35-Macadam/Greeley","To University of Portland","BUS",750,6331,"Willamette Dr & Mapleton","West Linn","97068","False"
5429,35,1,"35-Macadam/Greeley","To University of Portland","BUS",800,6309,"Willamette Dr & Cedar Oak","West Linn","97068","False"
5430,35,1,"35-Macadam/Greeley","To University of Portland","BUS",850,6349,"Willamette Dr & Walling Way","West Linn","97068","False"
5431,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3400,8886,"NW Everett & 5th","Portland","97209","False"
5432,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2700,13185,"SW Macadam & Tram Tower","Portland","97239","False"
5433,35,1,"35-Macadam/Greeley","To University of Portland","BUS",350,13603,"Willamette Dr & Webb","West Linn","97068","False"
5434,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2800,143,"SW Arthur & 1st","Portland","97201","False"
5435,35,1,"35-Macadam/Greeley","To University of Portland","BUS",2900,6472,"2200 Block SW 1st","Portland","97201","False"
5436,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3150,13305,"SW Harrison & 6th","Portland","97201","False"
5437,35,1,"35-Macadam/Greeley","To University of Portland","BUS",3350,7751,"SW 6th & W Burnside","Portland","97204","False"
